accession	E_or_T	total_intensity	more_info	layout	
10592.61_Da_E1526 Q96VH5_2full97_1G_P1_1T Hydrogen Dodecyl Sulfate	experimental	4355074.05	Accession = E1526; Aggregated Mass = 10592.6148217434; Aggregated Retention Time = 62.5148849905031; Total Intensity = 4355074.05; Aggregated Component Count = 7; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep1_2-70-2-10; Scan Range: 457-459; Charge State m/z (+8): 1324.95797; RT (min): 62.7552591666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 444-446; Charge State m/z (+11): 963.88055; RT (min): 60.3901933333333	1217
10595.69_Da_E1434	experimental	2658644.79	Accession = E1434; Aggregated Mass = 10595.6859199386; Aggregated Retention Time = 53.8761248981078; Total Intensity = 2658644.79; Aggregated Component Count = 4; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 391-392; Charge State m/z (+12): 883.98114; RT (min): 53.8291291666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 384-386; Charge State m/z (+13): 816.06061; RT (min): 52.3972908333333	1218
10596.83_Da_E1703	experimental	1301901.89	Accession = E1703; Aggregated Mass = 10596.8253785716; Aggregated Retention Time = 73.9406813241822; Total Intensity = 1301901.89; Aggregated Component Count = 3; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 508-510; Charge State m/z (+8): 1325.48563; RT (min): 73.9231625; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 508-510; Charge State m/z (+8): 1325.48563; RT (min): 73.9231625	1219
10600.71_Da_E445 P11632_2full93_1G_P1_1T Missing Alanine (A); Missing Leucine (L)	experimental	91737684.39	Accession = E445; Aggregated Mass = 10600.7089591388; Aggregated Retention Time = 48.1277775087118; Total Intensity = 91737684.39; Aggregated Component Count = 15; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 331-333; Charge State m/z (+13): 816.29244; RT (min): 48.58125; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 331-333; Charge State m/z (+13): 816.29244; RT (min): 48.58125	1220
10606.72_Da_E1340	experimental	1582240.53	Accession = E1340; Aggregated Mass = 10606.7238624216; Aggregated Retention Time = 74.4666991666667; Total Intensity = 1582240.53; Aggregated Component Count = 1; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 546-548; Charge State m/z (+7): 1516.11036; RT (min): 74.4666991666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 545-547; Charge State m/z (+7): 1516.11104; RT (min): 73.848585	1221
10609.61_Da_E1675	experimental	571268.9	Accession = E1675; Aggregated Mass = 10609.6076281687; Aggregated Retention Time = 52.3888058333333; Total Intensity = 571268.9; Aggregated Component Count = 1; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 372-374; Charge State m/z (+16): 664.04511; RT (min): 52.3888058333333; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 385-387; Charge State m/z (+14): 758.86001; RT (min): 52.5972316666667	1222
10613.2_Da_E979	experimental	3713924.89	Accession = E979; Aggregated Mass = 10613.1961621033; Aggregated Retention Time = 64.9260466666667; Total Intensity = 3713924.89; Aggregated Component Count = 1; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 478-480; Charge State m/z (+7): 1517.03497; RT (min): 64.9260466666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 477-479; Charge State m/z (+7): 1517.03669; RT (min): 64.7864683333333	1223
10614.56_Da_E1377	experimental	2631553.87	Accession = E1377; Aggregated Mass = 10614.5556079547; Aggregated Retention Time = 59.3977837008938; Total Intensity = 2631553.87; Aggregated Component Count = 3; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 381-383; Charge State m/z (+10): 1062.36259; RT (min): 59.7078408333333; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 382-384; Charge State m/z (+10): 1062.36249; RT (min): 59.841195	1224
10620.58_Da_E1604	experimental	729354.06	Accession = E1604; Aggregated Mass = 10620.5755388985; Aggregated Retention Time = 70.0845616666667; Total Intensity = 729354.06; Aggregated Component Count = 1; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 514-516; Charge State m/z (+8): 1328.45393; RT (min): 70.0845616666667; Abundant Component for Manual Validation of Identification Validation: File: 10-27-15_S_fract11_rep1_2-70-2-10-50; Scan Range: 487-489; Charge State m/z (+12): 886.32829; RT (min): 66.479445	1225
10621.72_Da_E1424	experimental	2121912.96	Accession = E1424; Aggregated Mass = 10621.7221987485; Aggregated Retention Time = 73.7676993085583; Total Intensity = 2121912.96; Aggregated Component Count = 2; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 544-546; Charge State m/z (+7): 1518.39603; RT (min): 73.715225; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 545-547; Charge State m/z (+7): 1518.39637; RT (min): 73.848585	1226
10627.95_Da_E461	experimental	125583362.31	Accession = E461; Aggregated Mass = 10627.9507192901; Aggregated Retention Time = 46.0122328299455; Total Intensity = 125583362.31; Aggregated Component Count = 29; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 333-335; Charge State m/z (+15): 709.47033; RT (min): 45.9878258333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 333-335; Charge State m/z (+15): 709.47033; RT (min): 45.9878258333333	1227
10629.2_Da_E1341	experimental	1580402.1	Accession = E1341; Aggregated Mass = 10629.2000517596; Aggregated Retention Time = 64.5264725; Total Intensity = 1580402.1; Aggregated Component Count = 1; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 475-477; Charge State m/z (+9): 1181.91814; RT (min): 64.5264725; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 474-476; Charge State m/z (+7): 1519.3212; RT (min): 64.39314	1228
10630.68_Da_E398 Q06405_7frag101_1G_P1_1T Unmodified	experimental	103607296.68	Accession = E398; Aggregated Mass = 10630.6807736908; Aggregated Retention Time = 57.603651412445; Total Intensity = 103607296.68; Aggregated Component Count = 21; ; Lysine Count = 9; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 419-421; Charge State m/z (+13): 818.67482; RT (min): 57.0599383333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 419-421; Charge State m/z (+13): 818.67482; RT (min): 57.0599383333333	1229
10634.6_Da_E895 Q96VH5_2full97_1G_P1_1T Acetyl; Hydrogen Dodecyl Sulfate	experimental	30621182.98	Accession = E895; Aggregated Mass = 10634.6004998997; Aggregated Retention Time = 71.2077966952487; Total Intensity = 30621182.98; Aggregated Component Count = 18; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 522-524; Charge State m/z (+11): 967.69814; RT (min): 71.288775; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 522-524; Charge State m/z (+11): 967.69814; RT (min): 71.288775	1230
10669.17_Da_E1099	experimental	4785229.53	Accession = E1099; Aggregated Mass = 10669.1657204985; Aggregated Retention Time = 74.6138120516868; Total Intensity = 4785229.53; Aggregated Component Count = 2; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 544-546; Charge State m/z (+7): 1525.17402; RT (min): 74.61453; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 542-544; Charge State m/z (+7): 1525.17344; RT (min): 74.3480508333333	1231
10676.79_Da_E1466	experimental	3686350.6	Accession = E1466; Aggregated Mass = 10676.7883712305; Aggregated Retention Time = 73.991337187013; Total Intensity = 3686350.6; Aggregated Component Count = 6; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 508-510; Charge State m/z (+8): 1335.48036; RT (min): 73.9231625; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 508-510; Charge State m/z (+8): 1335.48036; RT (min): 73.9231625	1232
10685.15_Da_E1353	experimental	1528327.96	Accession = E1353; Aggregated Mass = 10685.1549132117; Aggregated Retention Time = 75.1253208333333; Total Intensity = 1528327.96; Aggregated Component Count = 1; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 548-550; Charge State m/z (+8): 1336.65164; RT (min): 75.1253208333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 542-544; Charge State m/z (+7): 1527.45956; RT (min): 74.3480508333333	1233
10691.07_Da_E342 P10622_2full106_1G_P22_1T Acetyl; Phospho; Missed Monoisotopic (-1)	experimental	202090302.73	Accession = E342; Aggregated Mass = 10691.0701697098; Aggregated Retention Time = 75.2406051211708; Total Intensity = 202090302.73; Aggregated Component Count = 26; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 551-553; Charge State m/z (+9): 1188.9042; RT (min): 75.1892408333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 551-553; Charge State m/z (+7): 1528.30316539512; RT (min): 75.1574866666667	1234
10706.07_Da_E499	experimental	94729443.33	Accession = E499; Aggregated Mass = 10706.06815138; Aggregated Retention Time = 75.0838492819806; Total Intensity = 94729443.33; Aggregated Component Count = 19; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 549-551; Charge State m/z (+8): 1339.26936454688; RT (min): 74.8909691666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 544-546; Charge State m/z (+7): 1530.58808980625; RT (min): 74.61453	1235
10710.44_Da_E1887	experimental	497530.07	Accession = E1887; Aggregated Mass = 10710.4350359915; Aggregated Retention Time = 58.3692215495553; Total Intensity = 497530.07; Aggregated Component Count = 2; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 424-426; Charge State m/z (+8): 1339.68651; RT (min): 58.3042375; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract4_rep1_2-70-2-10; Scan Range: 431-433; Charge State m/z (+8): 1339.68781; RT (min): 59.2841766666667	1236
10713.79_Da_E505 P11632_2full93_1G_P1_1T Missing Alanine (A)	experimental	68689078.12	Accession = E505; Aggregated Mass = 10713.7935100837; Aggregated Retention Time = 48.8423570932807; Total Intensity = 68689078.12; Aggregated Component Count = 11; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 335-337; Charge State m/z (+14): 766.13508; RT (min): 49.1134616666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 335-337; Charge State m/z (+14): 766.13508; RT (min): 49.1134616666667	1237
10726.92_Da_E1796	experimental	378105	Accession = E1796; Aggregated Mass = 10726.9221439212; Aggregated Retention Time = 46.1614058333333; Total Intensity = 378105; Aggregated Component Count = 1; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep1_2-70-2-10; Scan Range: 314-316; Charge State m/z (+15): 716.0686; RT (min): 46.1614058333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep1_2-70-2-10; Scan Range: 314-316; Charge State m/z (+15): 716.0686; RT (min): 46.1614058333333	1238
10729.79_Da_E710 P11632_2full93_1G_P3_1T Ox; Missing Alanine (A)	experimental	25011267.51	Accession = E710; Aggregated Mass = 10729.7909496468; Aggregated Retention Time = 48.574242365656; Total Intensity = 25011267.51; Aggregated Component Count = 5; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 331-333; Charge State m/z (+13): 826.22173; RT (min): 48.58125; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 330-332; Charge State m/z (+13): 826.22161; RT (min): 48.4480933333333	1239
10732_Da_E523	experimental	18849950.52	Accession = E523; Aggregated Mass = 10732.0044808687; Aggregated Retention Time = 48.2695513989606; Total Intensity = 18849950.52; Aggregated Component Count = 5; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 346-347; Charge State m/z (+13): 826.4682; RT (min): 47.7010283333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 346-347; Charge State m/z (+13): 826.4682; RT (min): 47.7010283333333	1240
10784.83_Da_E370 P11632_2full93_1G_P1_1T Unmodified	experimental	174056980.34	Accession = E370; Aggregated Mass = 10784.8344336695; Aggregated Retention Time = 48.7963527214722; Total Intensity = 174056980.34; Aggregated Component Count = 23; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 334-336; Charge State m/z (+13): 830.4556; RT (min): 48.9803591666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep1_2-70-2-10; Scan Range: 335-337; Charge State m/z (+13): 830.45539; RT (min): 48.9554866666667	1241
10787.85_Da_E1260	experimental	3513435.79	Accession = E1260; Aggregated Mass = 10787.8470513719; Aggregated Retention Time = 73.7897115901299; Total Intensity = 3513435.79; Aggregated Component Count = 2; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 545-547; Charge State m/z (+8): 1349.48827; RT (min): 73.848585; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 545-547; Charge State m/z (+7): 1542.12841; RT (min): 73.848585	1242
10792.69_Da_E424 A0A023PZE6_17frag104_1G_P3_1T Ox; Ox; Carbamidomethyl	experimental	99597515.42	Accession = E424; Aggregated Mass = 10792.6909425766; Aggregated Retention Time = 60.7821484232175; Total Intensity = 99597515.42; Aggregated Component Count = 20; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 445-447; Charge State m/z (+11): 982.06993; RT (min): 60.52993; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 445-447; Charge State m/z (+11): 982.06993; RT (min): 60.52993	1243
10795.33_Da_E720 P05319_2full106_1G_P1_1T Retained Met	experimental	82098774.81	Accession = E720; Aggregated Mass = 10795.3300200838; Aggregated Retention Time = 65.0366968764924; Total Intensity = 82098774.81; Aggregated Component Count = 16; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 479-481; Charge State m/z (+7): 1543.05388; RT (min): 65.0529225; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 479-481; Charge State m/z (+7): 1543.05388; RT (min): 65.0529225	1244
10800.19_Da_E1767	experimental	410631.41	Accession = E1767; Aggregated Mass = 10800.1876194518; Aggregated Retention Time = 69.1818941666667; Total Intensity = 410631.41; Aggregated Component Count = 1; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 469-471; Charge State m/z (+12): 900.85586; RT (min): 69.1818941666667; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract10_rep2_2-70-2-10-50; Scan Range: 520-522; Charge State m/z (+12): 901.1037; RT (min): 70.4850416666667	1245
10800.83_Da_E611 P11632_2full93_1G_P3_1T Ox	experimental	24954534.11	Accession = E611; Aggregated Mass = 10800.8289814887; Aggregated Retention Time = 48.501328631929; Total Intensity = 24954534.11; Aggregated Component Count = 5; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep1_2-70-2-10; Scan Range: 332-334; Charge State m/z (+13): 831.68604; RT (min): 48.5563116666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep1_2-70-2-10; Scan Range: 332-334; Charge State m/z (+13): 831.68604; RT (min): 48.5563116666667	1246
10804.86_Da_E1318	experimental	1676152.63	Accession = E1318; Aggregated Mass = 10804.8633394411; Aggregated Retention Time = 62.9052775; Total Intensity = 1676152.63; Aggregated Component Count = 1; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-02-15_S_fract11_rep2_2-70-2-10-50; Scan Range: 467-469; Charge State m/z (+12): 901.32903; RT (min): 62.9052775; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_S_fract11_rep2_2-70-2-10-50; Scan Range: 469-471; Charge State m/z (+12): 901.41206; RT (min): 63.1716933333333	1247
10811.33_Da_E834 P05319_2full106_1G_P2_1T Ox; Retained Met	experimental	36435521.27	Accession = E834; Aggregated Mass = 10811.325262108; Aggregated Retention Time = 64.4051537374342; Total Intensity = 36435521.27; Aggregated Component Count = 9; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 467-469; Charge State m/z (+7): 1545.3391; RT (min): 63.9529816666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 467-469; Charge State m/z (+7): 1545.3391; RT (min): 63.9529816666667	1248
10811.69_Da_E1456	experimental	1186071.53	Accession = E1456; Aggregated Mass = 10811.6940779095; Aggregated Retention Time = 69.68577; Total Intensity = 1186071.53; Aggregated Component Count = 1; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract10_rep2_2-70-2-10-50; Scan Range: 514-516; Charge State m/z (+11): 983.79744; RT (min): 69.68577; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract10_rep2_2-70-2-10-50; Scan Range: 514-516; Charge State m/z (+11): 983.79744; RT (min): 69.68577	1249
10813.54_Da_E1229	experimental	2103560.85	Accession = E1229; Aggregated Mass = 10813.5373573004; Aggregated Retention Time = 59.6852625; Total Intensity = 2103560.85; Aggregated Component Count = 1; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract10_rep1_2-70-2-10-50; Scan Range: 438-440; Charge State m/z (+12): 901.96834; RT (min): 59.6852625; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract10_rep2_2-70-2-10-50; Scan Range: 441-443; Charge State m/z (+13): 832.857; RT (min): 59.9612258333333	1250
10835.86_Da_E1873	experimental	1068249.08	Accession = E1873; Aggregated Mass = 10835.8612821919; Aggregated Retention Time = 88.6954212513672; Total Intensity = 1068249.08; Aggregated Component Count = 6; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 653-655; Charge State m/z (+8): 1355.36452; RT (min): 88.7969625; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 653-655; Charge State m/z (+8): 1355.36452; RT (min): 88.7969625	1251
10845.92_Da_E1623	experimental	1363174.1	Accession = E1623; Aggregated Mass = 10845.9237002453; Aggregated Retention Time = 74.0490617462267; Total Intensity = 1363174.1; Aggregated Component Count = 2; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 547-549; Charge State m/z (+8): 1356.74765; RT (min): 74.1151383333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 547-549; Charge State m/z (+8): 1356.74656; RT (min): 74.62312	1252
10853.3_Da_E1294	experimental	3159294.82	Accession = E1294; Aggregated Mass = 10853.3038169272; Aggregated Retention Time = 74.6758464742103; Total Intensity = 3159294.82; Aggregated Component Count = 2; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 548-550; Charge State m/z (+7): 1551.19258; RT (min): 74.7333308333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 543-545; Charge State m/z (+7): 1551.19345761174; RT (min): 74.4813933333333	1253
10856.69_Da_E1536	experimental	938094.46	Accession = E1536; Aggregated Mass = 10856.6856312211; Aggregated Retention Time = 46.90185; Total Intensity = 938094.46; Aggregated Component Count = 1; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 340-342; Charge State m/z (+16): 679.42484; RT (min): 46.90185; Abundant Component for Manual Validation of Identification Validation: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 340-342; Charge State m/z (+16): 679.42484; RT (min): 46.90185	1254
10867.82_Da_E381	experimental	105311695.26	Accession = E381; Aggregated Mass = 10867.8217687279; Aggregated Retention Time = 75.1249601840339; Total Intensity = 105311695.26; Aggregated Component Count = 24; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 547-549; Charge State m/z (+8): 1359.48525820332; RT (min): 74.62312; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 548-550; Charge State m/z (+7): 1553.55338; RT (min): 74.7333308333333	1255
10871.22_Da_E639	experimental	8019862.14	Accession = E639; Aggregated Mass = 10871.2155464425; Aggregated Retention Time = 47.0351475; Total Intensity = 8019862.14; Aggregated Component Count = 1; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 341-343; Charge State m/z (+16): 680.395602563445; RT (min): 47.0351475; Abundant Component for Manual Validation of Identification Validation: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 341-343; Charge State m/z (+16): 680.395602563445; RT (min): 47.0351475	1256
10875.29_Da_E1985 P05319_2full106_1G_P4_1T Phospho; Retained Met	experimental	155332.65	Accession = E1985; Aggregated Mass = 10875.2919138595; Aggregated Retention Time = 70.4849991666667; Total Intensity = 155332.65; Aggregated Component Count = 1; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 517-519; Charge State m/z (+9): 1209.2615; RT (min): 70.4849991666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 543-545; Charge State m/z (+8): 1360.66586; RT (min): 74.4813933333333	1257
10875.3_Da_E57 P05319_2full106_1G_P4_1T Phospho; Retained Met	experimental	2699119630.76	Accession = E57; Aggregated Mass = 10875.2964675477; Aggregated Retention Time = 65.166420783452; Total Intensity = 2699119630.76; Aggregated Component Count = 64; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 473-475; Charge State m/z (+7): 1554.47781; RT (min): 64.75226; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 473-475; Charge State m/z (+7): 1554.47781; RT (min): 64.75226	1258
10883.81_Da_E671	experimental	25468630.29	Accession = E671; Aggregated Mass = 10883.8118953242; Aggregated Retention Time = 74.4791342683886; Total Intensity = 25468630.29; Aggregated Component Count = 5; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 547-549; Charge State m/z (+9): 1210.31996463827; RT (min): 74.6001216666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 547-549; Charge State m/z (+7): 1555.83774928067; RT (min): 74.6001216666667	1259
10891.29_Da_E65 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met	experimental	2843347819.27	Accession = E65; Aggregated Mass = 10891.2910904084; Aggregated Retention Time = 64.637100236519; Total Intensity = 2843347819.27; Aggregated Component Count = 64; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 469-471; Charge State m/z (+7): 1556.76258; RT (min): 64.219405; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 469-471; Charge State m/z (+7): 1556.76258; RT (min): 64.219405	1260
10892.88_Da_E1671	experimental	4272809.85	Accession = E1671; Aggregated Mass = 10892.8839687098; Aggregated Retention Time = 86.0685089383333; Total Intensity = 4272809.85; Aggregated Component Count = 14; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 634-636; Charge State m/z (+7): 1556.98967; RT (min): 86.2506158333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 634-636; Charge State m/z (+7): 1556.98967; RT (min): 86.2506158333333	1261
10896.27_Da_E476	experimental	140253624.85	Accession = E476; Aggregated Mass = 10896.2696003901; Aggregated Retention Time = 65.2492685626689; Total Intensity = 140253624.85; Aggregated Component Count = 20; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 469-471; Charge State m/z (+9): 1211.59283; RT (min): 64.6206583333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 473-475; Charge State m/z (+9): 1211.70465; RT (min): 64.75226	1262
10900.75_Da_E1033 Q96VH5_2full97_1G_P1_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	experimental	24737907.39	Accession = E1033; Aggregated Mass = 10900.7450920193; Aggregated Retention Time = 71.5818770758875; Total Intensity = 24737907.39; Aggregated Component Count = 15; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 522-524; Charge State m/z (+10): 1090.98105; RT (min): 71.2663775; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 522-524; Charge State m/z (+10): 1090.98105; RT (min): 71.2663775	1263
